epoch,acc,loss,val_acc,val_loss
0,0.0625,1.61728060246,0.625,1.58809053898
1,0.78125,1.57188296318,0.75,1.41420710087
2,0.78125,1.34232211113,0.625,0.662504553795
3,0.5625,0.690830945969,0.375,10.0738096237
4,0.5,8.05904769897,0.375,10.0738096237
