epoch,acc,loss,val_acc,val_loss
0,0.9375,0.101865465853,1.0,4.87570606253e-06
1,1.0,6.97948428297e-07,1.0,1.19209303762e-07
2,1.0,1.30198915826e-07,1.0,1.19209303762e-07
3,1.0,1.4696284012e-07,1.0,1.19209303762e-07
4,1.0,1.21071948911e-07,1.0,1.19209303762e-07
