epoch,acc,loss,val_acc,val_loss
0,0.90625,0.186909117363,0.9875,0.0399521712214
1,0.996875,0.0380793966353,0.9875,0.0278926762752
2,0.99375,0.0286853804889,0.9875,0.0235701779369
3,0.990625,0.026540330342,0.99375,0.0211644859519
4,0.984375,0.0228049905213,0.98125,0.0214706574101
5,0.996875,0.0204221358363,0.98125,0.0217515118886
6,0.996875,0.0193838731269,0.98125,0.0216747310187
7,0.990625,0.0188859505921,0.98125,0.0209775915253
8,0.99375,0.0177868212726,0.98125,0.0214302541513
9,0.990625,0.0404963984405,0.99375,0.024896260738
10,0.99375,0.0178025792966,0.98125,0.0287728727737
11,0.990625,0.0185687579863,0.98125,0.0307132645481
