epoch,acc,loss,val_acc,val_loss
0,0.9125,0.158084358647,0.98125,0.0504662983119
1,0.984375,0.0422435944667,0.98125,0.0318892254494
2,0.99375,0.0268045694218,0.99375,0.02553542573
3,1.0,0.0207786288898,0.99375,0.0205443029292
4,0.996875,0.0141366042692,0.98125,0.0260592036764
5,0.99375,0.0143504230269,0.99375,0.0182309863972
6,0.996875,0.00950805743014,0.98125,0.0326596987143
7,0.996875,0.00673091245408,0.98125,0.0353860950287
8,1.0,0.00678747802503,0.99375,0.0166466821684
9,0.99375,0.0204336557403,0.98125,0.0378594902166
10,1.0,0.00894289923508,0.99375,0.0115713720006
11,1.0,0.00597894365274,0.99375,0.0132949000457
12,1.0,0.00503450153337,0.99375,0.014202966461
13,0.99375,0.0363078085291,0.9875,0.036405262351
14,0.996875,0.0193475748878,0.99375,0.0251248132903
