epoch,acc,loss,val_acc,val_loss
0,0.975,0.0655682931174,1.0,1.19209289551e-07
1,1.0,1.19209289551e-07,1.0,1.19209289551e-07
2,1.0,1.19209289551e-07,1.0,1.19209289551e-07
3,1.0,1.19209289551e-07,1.0,1.19209289551e-07
4,1.0,1.19209289551e-07,1.0,1.19209289551e-07
